chl,adg.440,bbp550,chl.sd,acdom.440.sd,anap440.sd
30,1.086955108,0.048247441,0.004720396,0.000158924,3.10E-06
30,1.191377848,0.037370926,0.009073826,0.000500289,3.62E-06
30,1.036751104,0.038166184,0.006870335,0.000259395,3.39E-06
30,0.417378363,0.057087838,0.002877021,4.28E-05,2.71E-06
30,0.567345557,0.020774747,0.012658785,0.000573832,3.39E-06
30,1.10567465,0.068720233,0.002999127,8.63E-05,2.93E-06
30,0.419640477,0.0566864,0.003088223,5.59E-05,2.83E-06
30,1.466990924,0.061092546,0.003946482,0.00014158,3.14E-06
30,0.872835563,0.039990827,0.005984531,0.000209905,3.23E-06
30,0.265691414,0.034435862,0.004694015,6.52E-05,2.78E-06
30,0.870331076,0.066028749,0.002979331,8.11E-05,2.87E-06
30,0.450944329,0.027945264,0.006883225,0.00014228,3.07E-06
29.29169772,1.4435218,0.052196066,0.004501543,0.00015708,3.16E-06
20.89070687,1.212434717,0.069931632,0.002076705,7.63E-05,2.52E-06
30,0.970629231,0.039235991,0.009679027,0.000593569,3.71E-06
30,0.842640551,0.035598261,0.007084695,0.000277959,3.30E-06
30,1.409661854,0.050038939,0.007085206,0.000371264,3.72E-06
30,0.674807996,0.048722652,0.004890733,0.000192307,3.13E-06
30,0.444029269,0.070350966,0.002458989,5.04E-05,2.71E-06
14.80423496,0.129091506,0.066941057,0.000817052,8.45E-06,1.75E-06
25.9806362,0.445850777,0.042253623,0.003384246,6.57E-05,2.58E-06
30,0.843174456,0.069244512,0.006634002,0.000492919,3.72E-06
22.90862433,1.005345768,0.062506522,0.002347476,7.32E-05,2.56E-06
30,0.443753969,0.043549654,0.004275711,0.00018811,2.68E-06
30,0.799993609,0.038544385,0.006013618,0.000186092,3.27E-06
30,0.712995547,0.083230409,0.002381154,6.18E-05,2.89E-06
30,0.761300606,0.063176091,0.003176885,8.59E-05,2.92E-06
30,0.78871662,0.087724143,0.003117909,0.000114555,3.35E-06
30,0.452212948,0.045480851,0.004297615,0.000106075,2.98E-06
30,1.515877066,0.072427165,0.010595529,0.000841116,5.73E-06
30,0.597487933,0.029261527,0.007471331,0.000196252,3.25E-06
30,0.367228921,0.086953894,0.002100494,4.70E-05,2.78E-06
30,0.894945009,0.07253805,0.005056876,0.000298681,3.57E-06
30,0.981268497,0.025296043,0.015462192,0.00086057,4.05E-06
26.43375761,0.522926511,0.075588777,0.002064753,4.81E-05,2.60E-06
30,1.347641087,0.041667965,0.007853528,0.00039471,3.65E-06
30,1.195119985,0.076081005,0.004875893,0.00026223,3.73E-06
21.03644329,0.569598338,0.115786473,0.001113914,2.98E-05,2.43E-06
30,0.590510089,0.023637258,NA,NA,NA
30,0.500226736,0.052238041,0.003295356,5.79E-05,2.78E-06
30,0.596982725,0.02403321,0.046075965,0.004210934,6.26E-06
30,0.908246579,0.066199374,0.011357479,0.001003554,5.07E-06
30,0.307706907,0.032255921,0.00551303,9.17E-05,2.96E-06
30,0.816654349,0.061149075,0.012570392,0.001219066,5.38E-06
23.30925445,0.159702746,0.053857723,0.001990654,2.02E-05,2.30E-06
30,0.885126381,0.019882383,0.039611321,0.003433327,5.69E-06
30,0.122470615,0.074752217,0.001980503,1.48E-05,2.60E-06
30,0.676974727,0.053495109,0.008040334,0.000582803,3.62E-06
30,2.103701948,0.071625426,0.007872214,0.000519952,4.70E-06
30,0.341085632,0.047290513,0.003819573,8.67E-05,2.80E-06
30,0.460394972,0.061524249,0.006895595,0.000413564,3.82E-06
30,0.301139356,0.070659639,0.002444734,4.74E-05,2.71E-06
30,3.697689326,0.112061901,0.004303844,0.000236225,4.46E-06
30,1.508525563,0.02792732,0.02415761,0.001680787,5.50E-06
30,0.827676617,0.063256732,0.007013704,0.000353799,4.29E-06
30,0.156691003,0.06277175,0.002976854,3.01E-05,3.10E-06
30,0.285338634,0.07340826,0.002697338,6.33E-05,2.94E-06
30,0.233759907,0.120552864,0.001471059,2.42E-05,2.76E-06
30,0.937779015,0.085214221,0.008585978,0.000835982,5.47E-06
30,0.901026629,0.050512466,0.014382897,0.001218241,5.28E-06
30,0.320779854,0.087850698,0.002713521,5.55E-05,3.41E-06
30,0.858356203,0.045452406,0.016518021,0.001717779,5.72E-06
30,0.571948215,0.044340281,0.004622319,0.000115529,3.07E-06
30,0.587385021,0.046874812,0.019371124,0.001727062,5.51E-06
30,0.467534191,0.087779721,0.002082697,4.27E-05,2.80E-06
30,2.197134306,0.052820242,0.009088138,0.000557565,4.36E-06
30,1.636744707,0.063964792,0.010612676,0.00078793,5.39E-06
30,0.673566189,0.098245783,0.002338968,7.75E-05,3.08E-06
30,0.467528711,0.076083518,0.002779363,7.40E-05,3.05E-06
30,0.993505666,0.115190972,0.004124421,0.000275778,4.04E-06
30,0.843616163,0.0133882,0.044929784,0.002820991,5.38E-06
30,0.828403869,0.079129455,0.004063735,0.00017282,3.61E-06
30,1.359004103,0.048855098,0.014598153,0.001175875,5.63E-06
30,0.641871791,0.124016978,0.001757711,5.13E-05,2.98E-06
30,1.664805768,0.0990899,0.003495009,0.000167072,3.67E-06
30,1.61802337,0.062526359,0.01259651,0.001058572,6.07E-06
30,0.352944143,0.151923804,0.001543804,3.71E-05,3.24E-06
30,0.629754137,0.093468181,0.002370166,5.83E-05,3.17E-06
30,0.416688897,0.071729438,0.003340873,0.000144431,3.02E-06
30,1.276692479,0.050610936,0.014645797,0.00132817,5.83E-06
30,0.769196962,0.117922925,0.002411481,9.26E-05,3.42E-06
30,1.335393144,0.127652423,0.003300252,0.000177112,4.05E-06
30,0.522830518,0.069999966,0.003657638,0.000121815,3.31E-06
30,1.581096806,0.050256466,0.014639831,0.001350685,5.88E-06
30,0.627627224,0.039386388,0.007387751,0.000301437,3.59E-06
30,1.580094372,0.066446515,0.01076615,0.001011537,5.70E-06
30,0.893489408,0.088589119,0.00460012,0.000289166,3.71E-06
30,2.145265004,0.097018326,0.006791292,0.000548807,5.25E-06
30,0.273006646,0.076311558,0.002247077,3.32E-05,2.81E-06
30,0.859899958,0.053683224,0.005229563,0.000214017,3.44E-06
30,0.819890416,0.097941367,0.003755697,0.000178773,3.79E-06
30,1.409882141,0.027724731,0.02704688,0.002403937,6.01E-06
30,1.732392491,0.084148608,0.005353168,0.000294775,4.25E-06
30,0.330953946,0.119698761,0.001566285,2.33E-05,2.97E-06
30,1.404460118,0.10479582,0.006293143,0.000528158,5.09E-06
30,0.813111009,0.096751664,0.006774532,0.00061073,4.97E-06
30,0.257450104,0.037553003,0.008420301,0.000446397,3.37E-06
30,1.171698439,0.042988923,0.013967342,0.000975985,4.84E-06
30,0.510127819,0.104113185,0.006861383,0.000548253,4.69E-06
30,1.726456789,0.097178121,0.003872082,0.000163265,4.04E-06
30,2.609074247,0.1173051,0.006229894,0.000529685,5.76E-06
30,2.19879693,0.102299962,0.006295329,0.000466886,5.20E-06
30,1.485463703,0.103730034,0.004272541,0.000218765,4.27E-06
30,1.217447231,0.082139209,0.008752783,0.000810562,5.61E-06
27.1711365,0.435102653,0.071514387,0.002424697,6.30E-05,2.70E-06
30,2.123476835,0.086564169,0.007820749,0.000607643,5.45E-06
30,1.016577011,0.065751585,0.011387532,0.001049802,5.77E-06
30,3.580767029,0.166370155,0.003696963,0.000253234,5.12E-06
30,2.766251879,0.111814071,0.005071871,0.000319095,4.84E-06
30,0.575090423,0.052344517,0.014923265,0.001432126,5.15E-06
30,0.671458015,0.06295917,0.003832991,0.000132509,3.17E-06
30,0.425070047,0.118255573,0.002359345,8.70E-05,3.38E-06
30,0.818758677,0.062489984,0.011349126,0.001164863,5.54E-06
30,1.592461456,0.052152025,0.013592876,0.001206827,5.72E-06
30,1.137571267,0.041898844,0.027351921,0.002143245,7.60E-06
30,2.15998179,0.065321714,0.016093762,0.001208672,7.19E-06
30,2.324344589,0.067819441,0.010164607,0.000808247,5.61E-06
30,0.375757426,0.077924912,0.002771046,6.66E-05,3.16E-06
30,1.470178431,0.083699078,0.00872072,0.000780964,5.72E-06
30,3.492231457,0.142286944,0.004408751,0.000307751,5.23E-06
30,1.659852051,0.099032615,0.007104786,0.000632751,5.64E-06
30,0.686003507,0.057854483,0.01170823,0.00094548,4.91E-06
30,1.048551672,0.13212452,0.003858318,0.000263354,4.23E-06
30,0.996647763,0.109650564,0.005133266,0.000294371,4.79E-06
